cluster_id,x,y,content
0,-3.190951,-0.41510347,姐姐，我读的是所谓的六大艺术学院之一的广播电视编导专业，26应届生3垂直实习，拿到了一家和我的职业规划80%符合的offer，在长沙7k五险一金双休，这个待遇您建议是先干着毕竟职业规划相符还是再在春找找其他实习勒
0,-0.72238296,-0.055593077,姐，我也过来人 我感觉你要先学会消费降级，这是真的。
0,-0.57162577,-0.037950903,姚顺雨，这个名字[赞R]，他父母当年是带着多大的自信和期待给孩子起名的啊
0,-0.2612017,-0.03923293,字节30w➕为什么放到40w的里面啊[捂脸R]
0,0.0062047318,-0.0033742841,字节的吧[笑哭R][笑哭R]
0,-0.28474316,-0.057431754,字节，刷到说合同到期不准备续约了
0,-1.3187443,-0.070335574,孤岛很贴切，以前的论坛，QQ，都可以认识全球的人，现在只能看到认识的人
0,-0.39411685,-0.02096157,学习没用了，吃饭没用了都快点去自杀吧，别卷了[飞吻R]
0,-0.5258718,-0.023530755,学会墨刀就可以像主包一样优秀
0,0.0,0.0,学做手工
0,-1.5142014,-0.25845736,学姐你好我今年考了211化学专业研究生 将来打算去考央企这算是一条很好的出路吗
1,-7.829951,-0.5180854,学姐好，我现在很纠结是继续考研还是考公，我现在是国企在职，就很纠结[哭惹R]因为我想跳槽，我在想是经验重要还是学历重要[哭惹R]但是也有可能，考研毕业后继续考公[哭惹R]
0,-0.5404868,-0.049737144,学姐我想要英语学习方法
0,-3.2342327,-0.3546625,学姐，本科双非top211硕，学的是二维半导体材料生长，希望硕士毕业就工作，但是不想倒班，有什么出路吗？[哭惹R][哭惹R][哭惹R]
0,-0.4957981,-0.088058986,学安全工程专业的女生默默哭起来了
0,-3.0505555,-0.48095173,学安全工程的女生迷茫起来了[哭惹R]现在大三，正在准备考研，本科是普通二本，目标院校是更迷茫了[哭惹R][哭惹R]
0,-1.0290393,-0.050810006,学得比较混乱。这时候还选择前端，不是很明智。
0,-2.1283767,-0.14245857,学校不会歧视，毕业找工作会遇到问题
0,0.0,0.0,学神之光照耀我～！
0,-0.33394492,-0.0419186,"学统计用处大多在干教培,培养一代又一代老师"
0,-1.36118,-0.22202028,学美术的 专业毕业到处都没人要 连普通兼职都找不到[笑哭R]
0,-0.055286627,-0.00450586,学设计的[哭惹R]
0,-0.34689206,-0.019350369,学起来，成为更好的自己[派对R]
0,-2.6778104,-0.43462586,学长 我本科是空间信息与数字技术的 和地信与计算机都有关 考的话打算考计算机 但是又不想纯编程 那计算机这几个方向 推荐哪一个呢[哭惹R]
0,-1.9720092,-0.07110761,学长学长，请问一下现在考公专硕岗位变多是不是一种趋势呢，我看23年国考大多数都是学硕专硕都能报的岗了，学硕单独报的岗已经不多了
0,-0.122855596,-0.02249492,学长必须放够五张图吗
0,-0.15916458,-0.038619246,学长想问问河传播音复试难考嘛[哭惹R]
0,-0.1840928,-0.028174117,学风园的咋办啊[哭惹R]，很迷茫
0,0.06963008,-0.0053423527,完全同意[点赞R][点赞R][点赞R]
0,-0.4819893,-0.06653362,完蛋了 一直在看脸 没听到老师在叽里咕噜啥。
0,-0.1453484,0.015087234,定调，发文，重要会议，这事就成了
1,-6.3840227,-0.48349366,宝 我之前问过两个前辈 他们都对裁员这种事情没有很焦虑 说其实裁员了就正好跳槽 甚至有个前辈被裁之后跳到的公司比之前薪资更高平台更好[抽泣R]而且感觉体制外两三年换公司是挺普遍的事情? 俺对裁员这种事情也不太了解 不过如果真的是这样的话 那感觉或许不用太焦虑哇[抽泣R]
0,0.01678472,-0.0080202315,宝子们，扣1⃣️，分享资料喔[偷笑R]
0,-0.36977822,0.119481154,宝子们，扣“学习”可get得更多相关材料
0,-0.86889046,-0.11636377,宝宝你大学有实习经历吗[哭惹R]
0,-1.5929923,-0.06838909,宝宝可以透露下这几家外贸公司是怎么找的吗，因为我对自己的专业不是很感兴趣，想往这方面走[皱眉R][皱眉R]
0,-0.53336143,-0.04031488,宝宝结束的时候怎么说的呀
0,-1.088974,-0.11555791,宝宝老师[呃R]上班总是特别紧绷怎么办？紧张的想吐，松弛不了一点…
0,-0.3615143,-0.03263818,宝宝这个一个周得去几次呀
0,-0.64026505,-0.091382004,宝是用什么网页来记录的吗飞书还是？
0,-1.0284446,-0.088438995,宝砸！想问一下你大概一次会背多少量呢，大概一次需要多少时间呢[飞吻R]
0,-0.31514996,-0.032927513,宝，这是什么书啊？
0,-0.1420452,-0.010225411,实习生是核心竞争力
1,-5.859987,-0.37791803,实则上班后又想考研了，现在能找到的工作也都是史。去年在家备考和现在的生活对比起来真的还是幸福的[完啦R]去年只需要思考学习一件事，现在要想的事好多[叹气R]
0,-0.63168216,-0.032646187,实在不行，在家啃老，承欢膝下，不谈恋爱不结婚可以考虑一下[笑哭R]
2,-3.1532707,1.850528,实际上现在互联网上一大堆ai创造的内容垃圾和内容奶头乐[捂脸R]，更别提ai被人类低级趣味污染了数据源算法工程师拉都拉不回来[捂脸R]更别提open ai马上要开放成人对话内容，用人类的低级趣味反哺人类，大家一起在底层欲望里沉沦直至感受到生命虚无缥缈的一天[笑哭R]
0,-1.1607352,-0.12864016,实际上这个陈皮鬼也不得不去工作了
0,-0.071708634,-0.003930284,实际上，用处不大
0,-0.40588063,-0.063095756,实际工资你再好好了解一下，没有这么高
0,-0.27474746,0.058273554,客户数据交给AI不怕触发保密条款？
0,-0.03150652,-0.0025696806,客服招线上的吗
1,-5.164722,-0.4922543,客观来说，只有92的研究生值得读，或者专业比较紧跟时代的。其他不劝读，真的能早点准备考公就准备考公，考研虽然目前比以前好考，但是是下下策。（个人看法哈，如果有不喜欢的别喷我）
0,-1.7283142,-0.22251166,害怕了，不知道该学什么了，都不好找工作[哭惹R]
1,-8.701114,-0.907316,家里不富裕上学那会靠每个月一点生活费和兼职省吃俭用 没有选择考研毕业直接出来工作 现在虽然工资不高但是每个月有收入 可以自由支配金钱的感觉很好 等存到钱攒到工作经验之后还有提升学历的打算也可以继续考
0,-0.4627686,-0.049561076,家里有人，哪都不用值夜班
0,-0.68554586,-0.09941106,家里有钱的吧 还是说包装_(:з」∠)_
0,-3.172082,-0.37022167,家里条件一般，现在是护理本科，能保研保到本校，科研能力一般，不读怕后悔，读了怕性价比不高，还会给家里增加压力，有人给点建议吗[哭惹R]
0,-3.095647,-0.33850166,家里没钱也没爱，自卑社恐不好看学历差没特长，也没朋友，又吃不了苦干啥啥不行，整天躺在家但是焦虑的不行，感觉就是混吃等死了[捂脸R]一眼就能望到头的人生啊哈哈
0,-0.29077834,-0.06619921,富国新兴产业不配上榜吗[失望R][失望R][失望R]
2,-4.247318,-0.06482358,对了，某找房平台还有个细节，本来之前就说过，P8以上必须创新AI，独立做AI项目，所以去年年底没有AI项目在手的P8，已经被裁了一波；然后到现在做了整一年，花了不少钱，没有给业务带来收益的，再裁一波。当然，有收益的这次也一样覆盖在内 [捂脸R]
0,-0.87657577,-0.0592792,对父母而言，孩子最好不要去不要去
0,-0.5271094,-0.08951268,对项目利好，对就业是灾难[doge]
0,-1.3051159,-0.025703853,导师酒桌文化 劝酒还画大饼 根本不看我们的论文 除了喝酒就没私下找过我们 [哭惹R]我还是女生
0,0.0,0.0,尊嘟假嘟，那oracle应交付大订单谁来做？
0,-0.16227475,-0.017369995,小囡每天都在忙碌中
0,-0.5048771,0.06973791,小团队就别做社交、ai社交了，还得加上算法备案+安全评估
0,-0.24268511,-0.044684764,小姐姐能问问这家药品注册注册专员是哪家公司吗[飞吻R]
0,-0.95340955,-0.17940313,小学教育自考本科[哭惹R]双非二本怎么备考啊
1,-13.754441,0.20990722,小时候觉得忘带作业是天大的事，高中的时候，觉得考不上大学是天大的事，恋爱的时候，觉得跟喜欢的人分开是天大的事，到现在回头看看，那些难以跨过的山，其实都在不知不觉中跨过了，从前以为不能接受的，最后也在时间的磨合下，慢慢接受了，生活充满了想象，遗憾也不过是常态，其实人生，就是一个享受过程的过程，无论当初做什么选择都会后悔，但同时大家都心知肚明，我们无法站在现在的角度，去批判当时的自己，就算时间重来一次，以当时的心智和阅历，还是会做出同样的选择，那么，故事的结局还重要吗？钱没了可以再挣，工作丢了可以再找，朋友没了也可以再交，爱情没了可以再遇，真正的强大不是忘记，而是接受，接受分道扬镳，接受世事无常，
0,-0.07307416,-0.004274309,小梦，博主找剪辑会在哪里找呀？
0,-1.6325084,-0.19152297,小浓芯有点小贵20多一支。上初中还能天天用 上高中就没办法了[捂脸R] 不过真的很好用[萌萌哒R]买来做手账 写作业还是有点奢侈了
0,-0.012626806,-0.0072090477,小猫咪太可爱了吧 加油加油
0,-0.16329204,-0.02163363,小红书搜索“秒哒非编程黑客松”👉🏻点击话题页👉🏻下滑右栏点击“报名参赛”
0,0.027841384,-0.008218037,小红书是懂排版的[doge]
0,-0.14027213,-0.0021907906,小荷健康不早就月活千万了吗[微笑R]
0,-0.6625716,-0.11729114,就业凉透了，做科研到高校当老师吧。
0,-0.37600705,-0.06420036,就业地狱[哭惹R]
0,-3.2188134,-0.36256868,就业率也不低啊。现在还只是秋招[害羞R]，计算方法不一样而已，还有春招呢。考公考研的还不一定上岸，去向还没完全确定[害羞R]
0,-0.9116808,-0.1411028,就业看领导，读研看导师
0,-1.079974,-0.16862616,就业！昨天被本科能去的公司拒了[哭惹R]很崩溃
0,-0.97986287,-0.06541762,就像金子越贵 社会环境越差一样  考公同理
0,-1.2220471,0.5550574,就坐等那些平时只会small talk 指手划脚的经理去指挥监督AI工作[偷笑R]
0,-2.4574044,-0.2843343,就是不想去上班，寻思读两年研体验上班的辛苦，然后直接去技术岗，本科进不去技术岗
0,-0.31604666,-0.019825123,就是人多了[doge]
0,-0.5931644,-0.030079095,就是太水了，他们都太水了。
0,-0.9297843,-0.08402118,就是自己好像没什么能拍的。输出不知道输出啥
0,-1.1409532,-0.08270335,就现在copilot那个样子，写出来的一大半都跑不了还取代[失望R]
0,-1.9284209,-0.059121642,就算站在两方或者多方角度去分析问题，站在各方立场提出自己见解，包含赞同与否定，还是会有更多方的人去抽丝剥茧攻破你的言论，讨伐你……然后变成了辩论赛一样。最后看谁懒得再辩
0,-2.9934404,-0.19926961,就问裁员它赔多少，如果是像欧洲那种赔几十上百万，那我觉得其实不过分，毕竟这种单位每天都是凌晨下班，早点拿钱回家养生不好吗，主要是养孩子房子那种会很惨，毕竟孩子要花好多钱………………
0,-1.8278929,-0.18323015,居然从2016年就开始了[石化R][石化R]我们现在才知道，他们已经被压榨多久了[哭惹R][哭惹R][哭惹R]
0,-0.44648013,-0.05201594,展开说一下每个具体的例子呢 谢谢
0,0.0,0.0,嵌入式又要赢了吗
0,-0.5786559,-0.065303914,工业设计学长，不推荐这个赛道，没有核心竞争力
0,-0.83363616,-0.12040365,工作[派对R] 读个非全
1,-8.88963,-0.99569833,工作了一年半后，gap了半年，又工作了两年后，又Gap了两年，每次gap完找工作都很痛苦，很焦虑，那种感觉经历过的人都懂，尤其是第二次gap，投了大半年简历没有任何回音，现在已经工作了，又释怀一些了，其实不是我不好，是时候没到而已，找工作很看机遇，有时候急不来
0,-2.6045878,-0.23681809,工作了你会后悔[再见R]现在这环境公司不是裁员就是压榨
0,-2.2580385,-0.2747226,工作后再读研不是拿应届生身份吗？应该还是走校招吧？
0,-3.02474,-0.4556476,工科搞就业，文科冲92硕，理科看就业情况，机械，环工这种护法推荐就业，电子类推荐读研，电气类能进电网千万不要读研
0,-0.78819984,-0.095801175,工科读非全研究生可以吗
0,-2.7765145,-0.061200276,工程管理 二本 女 无面试无offer 考公倒是有岗 但是据说底薪两三千 绩效还不能按时发放 考不上还是考上都难受 再这样回家啃老算了（我爸妈不会同意的）
0,-2.732725,-0.24376461,工资太低了 只比大厂初级码农工资高一点 人家20几岁小孩刚毕业就能拿到 你这要多少年经验啊 还得药物和AI都懂 而且还是中级管理职位
0,-0.27562878,-0.042248357,工资这么高的吗 真假的 骗人的吧
0,-0.11525529,-0.012151531,巧了，这两个我都做
0,0.009030631,-0.0011024318,已关求分享
0,-0.043023113,-0.0173971,已关注评论求分享！[飞吻R]
0,-2.4329083,0.055111766,已经取消amazon会员了，从今天开始我将抵制amazon和旗下公司比如whole foods，虽然不能完全抵制整个AWS，但是群众就是力量
0,-2.0726185,-0.26171836,已经工作的不行吗 正在从事Al工作 有大量业余时间
0,-1.753286,-0.23526426,已经工作的十几年阿姨，在社区医院上班，学着做做线上的兼职，从哪里开始呀
0,-0.33628923,-0.033851173,已经投完了才看到内推码[哭惹R]
0,-0.120171286,-0.0009469506,市场监管局
0,0.007365425,-0.007800566,市场营销[害羞R]
0,-0.8867409,-0.16505773,师兄师兄，请问商法是属于学硕还是专硕呀～有宿舍住还是要自己租房呀？[萌萌哒R]
0,-0.60706425,-0.09965318,师兄，请问中医本科可以吗
0,-0.11227042,-0.008495707,希望是，阿里云
1,-5.7466207,-0.49561262,干了五年铺货，从助理提拔到运营感觉自己很幸运但是运营思维一直没培养起来。做的事情跟助理时期其实差不多少。做的都是很琐碎的事情，店铺没有提升反而在下降。但是自己又不知道从哪个地方提升，所以一直很焦虑。想请教一下老师怎么培养运营思维和之后的走向[哭惹R][哭惹R]
0,-0.09443041,-0.0035135413,干啥都有人劝退你 爱干啥干啥吧
0,-0.16797301,0.00043899147,干货[点赞R]学习啦
0,0.0012792047,0.00065784226,干货满满！
0,-0.46576974,-0.0061640027,幸好大家都逐渐认清被剥削的事实，对自己的正常需求勇敢接纳
0,-0.043211084,-0.0059140096,广东人宣布T完蛋了 [笑哭R]
0,-0.013184237,-0.00482841,广东人？
0,-0.022779478,-0.0017194939,广告不都要完蛋了吗？
0,-0.10359824,-0.017184373,广告，最近是铺天盖地
0,-0.09332001,-0.008996551,广州公务员不止25w
0,-0.036386482,-0.0021190003,广物集合[蹲后续H]
0,-0.025410809,0.001615497,库克要退休了，班子要重组了，内斗在加剧
0,-0.70912385,-0.098253004,应届毕业生，工资四千租房一千，还有高价水电呢[哭惹R]外面到处都是雨[哭惹R][哭惹R][哭惹R]
0,-0.5769186,-0.042324267,应用气象可以选什么呀[哇R]
0,-0.43525726,0.20001562,应该设计个ai来平分全国的财富和土地，配偶
0,-0.32614216,0.08568728,应该说这是中国常态，只看数据，不看实际。
0,-0.2901851,-0.05635368,康养顾问了解一下 年薪百万算少的[笑哭R][笑哭R]
0,-0.3213247,-0.06682192,康复治疗，本科
1,-3.910169,0.11101175,建筑学不景气又咋样，那么多专业产生到灭亡可能连大学四年都熬不过[笑哭R]再说了，你出去玩，一提到学历985硕士，不管谁都得高看你一眼啊，没学历没钱的永远是多数，有学历没钱的永远是少数，太多的人想为自己的懒惰找一个心安理得的借口所以说这没用那没用，实际上路怎么样还得自己走过才知道[笑哭R]
0,-1.1575384,-0.15133184,建议这种比赛直接让老师参加，改名大学教师创新大赛得了
0,-1.3513441,-0.1850717,建设和设计说什么了 一塌糊涂 找不到工作了
0,-0.08841462,-0.012913234,开发招吗
0,0.0,0.0,引流号
0,-1.319015,-0.01146527,当AI已经为大众所知的时候，它已经不是风口了。
0,-2.2225547,-0.23990192,当初考研的时候看到这种帖子不信邪，现在考完了后悔[哭惹R]
0,-2.5739412,-0.3374343,当前形势严峻，本科如果能找到很好的工作就不要读研究生
0,-0.050937384,-0.0074307304,当年姓柳的被骂得不冤[抠鼻R]
0,-0.5249854,-0.04426359,当年应届也还可以！过了大四就不值钱了
0,-0.6005671,-0.012420941,当时候没人养我，我可以找马斯克养老吗
2,-1.4641694,0.16017208,当然和AI 有关，不只是裁掉的人，还有因为AI 而没有招聘的百万junior
0,-0.2588553,-0.0045513636,影视剧里军用的对讲设备可以
0,-0.020987067,-0.008014973,很厉害，讲的很好，拨云见日[抱拳R]
0,-1.0684476,-0.10793579,很多单位现在只招应届生吧
0,-0.7580612,4.5454707,很对。货币本身不具有价值，是人的共识信念赋予它价值，是物质不极大充足的现状在喂养这种信念。
1,-4.788116,-0.17735972,很小的时候很喜欢画画也去过画画兴趣班还拿了几个奖，被周围所有人夸有天赋，后面为了学习所有兴趣爱好都丢了休息时间只抱着手机看，现在想把画画捡回来都无从下手，特别是看了网上那么多厉害的人厉害的画，我连临摹控笔这种基础动作的时候无时无刻不在懊恼当时没有放弃就好了，比起画完的成就感我的“连这种我都画不好”难受占据了上风，最后就不画了[失望R]眼高手低就是我
0,0.0,0.0,很震撼[赞R]
0,-0.4751686,-0.027279306,律师不是一般人能干的
0,-0.17780226,-0.034854524,徐工避一下
0,-0.21517123,0.026503742,微软的报告，最容易被替代的职业
0,-0.83529955,-0.1024765,必须每天上班10到14小时，才能对得起你们月薪过万的工资。
0,-0.7148869,-0.04754342,快消、电商、制药、医疗器械、互联网去年的薪酬数据，可以看看弘明信诚的网站
0,-1.1542099,-0.1324339,快点快点实现吧，我超级不喜欢工作。
0,-0.11229937,-0.008938305,怎么做到的，求教程
1,-4.950897,-0.6682616,怎么办我也是，这都快三年了，一点工作经验没有，考研考公都没考上[哭惹R]同龄人都工作俩年快三年啦！还有留学的，感觉就我一个人在家不知道怎么办才好[失望R]
0,-0.33809304,0.23027016,怎么好好生活
0,-0.59553117,-0.04927199,怎么我的客户们还在疯狂被追投啊[doge][doge][doge]（不是那种行业内大头部，是刚成立的初创）
0,-0.1962885,-0.036268644,怎么投简历啊
0,-0.08880206,-0.019963738,怎么报名
0,-0.08880206,-0.019963738,怎么报名啊
0,-0.26675984,-0.015076075,怎么样拿到那些证呢
0,-1.9498272,0.35807428,怎么说呢，这些东西落实到生活，求生欲会使人很快能学会，慌乱也就几天的事，不像课本知识，需要循环渐进，长年累月积累，就像我从小我妈就不给我进厨房，不影响我现在每天给娃做饭[笑哭R]
0,-1.4694134,-0.11621538,怎么进入这个行业啊 感觉最entrylevel都需要有经验
0,-0.3213247,-0.06682192,思政 本科
0,-0.55749327,-0.04190325,思路不清晰的时候我也问豆老师
0,-0.40687218,-0.07616265,性价比极低的专业
0,-0.5777103,-0.08398593,怪不得投简历没硬，敢情是学历不够[偷笑R]
0,-3.559634,0.02931404,总是读不懂气氛，想到什么说什么，事后得到不太好的结果才意识到这些话不能讲，但是下次又会犯同样的错误，已经毕业好几年了还是这样，好像没办法通过量变引起质变。
0,-2.8658643,-0.368362,恭喜你，华为工作很辛苦的，还是找个轻松一点的工作，病还是要去看的，身体第一。
0,-1.0883871,-0.06316791,您了解影视后期vfx相关的东西吗，做mv后期的那种，那个方向怎么样呢[捂脸R]
0,-1.8729898,-0.2583523,您好 后端java实在找不到工作 太卷了 找个擦边的能找什么岗位还
0,-2.227036,-0.38676807,您好 老师 我想请问一下双非本科，想跨专业考211新传专业，之后目标是想进互联网大厂传媒岗或运营岗，推荐这样走吗[玫瑰R]
1,-11.703162,-0.7901476,您好！文科女，二本保研末流211，保研专业教育经济与管理（公共管理类），我很纠结要不要去读研，家里情况不好，如果要读的话就要去贷款，或许是因为家里的情况内心更想挣钱吧，目前可能有一个国企三级子公司的offer，待遇不算好 年到手4.78到8w ，我家里人就倾向于先工作，就业形式严峻，先把工作岗位占到，也不知道读研三年后的形式是咋样的；写毕业论文让我觉得自己不太适合，不喜欢看文献写东西；害怕读了研也找不到好一点的工作，但是也憧憬读了研会有更好的机会和选择
0,-2.8034008,-0.3280152,您好，我记得：护理研究生毕业不需要满一年才能考护师。具备硕士学位的护理人员可以直接报考护师，无需等待毕业满一年？
0,-3.6477973,-0.46454626,您好，老师我想问一下，我是985冷门毕业生。考虑工作 ，技术岗位面了一圈都不太能胜任，我现在要不要再去读研，深入学一下，再去面一下技术岗呢？
0,-0.8928602,-0.040859737,您好，请问大语言模型从业人员，是否可以参与或者合作呢？，(数学爱好者)
0,-1.0910617,-0.14425944,您好，请问成为灵活就业人员一年多了，可以申请吗？
0,-0.48311195,-0.09000973,您好，请问新一代企业家的定义是什么啊？国内指哪些企业哇？[点赞R]
0,-0.5363706,-0.08449418,您好，请问现在还招吗
0,-0.056705043,-0.03747434,您好，请问航发621怎么样呢？
0,-1.4012835,-0.22967531,想了解一下，为什么推荐要么读博呀？读博的话就业方向会变多吗？
0,-1.0633463,-0.051620428,想加入！在北京海淀，大厂运营增长校招生，现在在搞出海国际化，持续关注ai硬件
0,-1.69356,-0.008897663,想反了[笑哭R]据我了解的话，这部分基本都是因为本身就有资源和人脉才能干得了的，而不是在大厂干了那么久而有的这些[汗颜R]
0,-0.70885956,-0.11334023,想找个中小厂的日常实习 算法必须学吗[哭惹R]
0,-1.92344,-0.18656653,想找人一起拼个听力口语课，一个人两百，两个人才40，老师一对一，我朋友之前报过现在口语说的很自信整个人都不一样了，我的口语真的不行[哭惹R][哭惹R]
0,-0.6764418,-0.01843416,想换掉百度网盘，但夸克不够空间，有没有空间更大的网盘可选择？[笑哭R]
0,-0.6166299,-0.0071741696,想法不错[doge]，是否可实现技术的应用
0,-0.36028376,-0.042383816,想知道今天的上衣！
0,-0.26257265,-0.036045898,想要英语逐字稿😂
1,-11.932596,0.30823928,想说大家要有自己的判断，不要因为别人一句话就改变决定。你觉得读研三年浪费时间浪费金钱，毕业后对就业还没有帮助。可事实就是，很多岗位要求就是研究生及以上，此外，很多东西都是潜移默化的，比如读研后你抗压能力变强了，自主学习能力也变强了，情绪更稳定了，不会因为一点点鸡毛蒜皮的事就崩溃啥的，很多细小的差距你自己感觉不出来罢了，还有，你在那个环境里，遇到的人和事，都会一定程度影响你的世界观价值观，未来还有可能成为你的人脉，那是你打工十年都不一定换得来的。
0,-2.9489117,-0.5180971,想问一下学长，本科双非专业电气工程及其自动化，考研想考南京工程学院，好就业吗？还是考研自己省的大学
0,-2.010039,-0.16369128,想问一下是不是本科特别努力才考上的啊，难吗？因为我也是民办二本，高考失利，是河南的
0,-0.5351111,-0.09177908,想问一下，二战的话档案放在哪里呢
0,-1.3709581,-0.02370088,想问下公司对这个岗位的定位和投入的持续性如何，创新项目是否接受试错[笑哭R]
0,-0.9633358,-0.1708706,想问下应届去大厂实 习好找吗？纠结报纽 石内推去大厂实习了
0,-0.7289798,-0.06629674,想问下电工等动力类岗位薪酬有哪些渠道可以了解啊
0,-0.39383906,-0.039621025,想问四六级很重要吗 来不及考了[捂脸R]
1,-7.9790606,0.1496623,想问问觉得自己会特别回避任何形式的人际交往怎么办[哭惹R]感觉所有的人际交往都是费心费力的过程，比如说给别人发消息/征求意见之前会反复去想合适的说法，也不相信自己的表达，会在各个平台上去找针对某某场景怎么办这样的问题；面对要必须和他人沟通的场合会内耗很久再去做，甚至到给别人发了消息后会刻意一段时间不看手机不去看回复的消息内容[微笑R]大多数时候都会选择自己做所有事；以及所有的朋友都是因为特定的时空关系（同学，同事）才认识，不会主动去交朋友，和大多朋友的关系也都是非常浅，感觉很多时候都是我礼貌过头，相处都是有点假惺惺的，不知道怎么去推进关系[哭惹R]
0,-0.42838243,0.04246746,感兴趣看，可以多发[doge]墓志铭 AI
0,-0.42684942,-0.06762088,感觉不错诶
0,-1.1818826,-0.1616459,感觉中产以下才会焦虑读了研究生没用
0,-0.40569672,-0.05494459,感觉你规划好清晰
0,-0.46535364,-0.03295045,感觉像重工业，原材料设备比人力重要。[点赞R]
0,-1.7326272,-0.1328023,感觉可以删掉一些经历/把已经做过的事情包装成像你想投的岗要做的事情
0,-0.9162894,-0.07419818,感觉可以用这个原理DIY猫猫水碗[笑哭R]回去试试
0,-0.34162986,-0.04728986,感觉太乐观了
0,-2.4883752,0.040801127,感觉就是快速膨胀期进入平稳期的特征，需求数量没那么多了因为之前进去的人都用不完，于是招聘资源只能向顶端人才倾斜
0,-3.031182,-0.24479485,感觉得看人，男性基本盘在这就注定即便是大厂也都有踩坑几率。前几天接华为电话也被问，女生一般都选择考公考博，我是怎么想的[汗颜R]问出这种带有明显个人预设和性别偏见的问题真的太缺乏专业度了。
1,-11.144873,-1.1640463,感觉既然读研了，就得往算法靠，做开发本科就可以。选择了读研，再做开发，你就会比别人少3年工作经验和工作薪水，对于开发来说工作经验大于学历，并且研究生出来年纪也快接近30了，干不了几年开发了，而算法竞争少，高薪，稳定，唯一的缺点就是岗位少，但是其实不盯着那几个大厂，去个中小厂先做起来的话，岗位就很多了，最后再跳槽去大厂。没有35岁中年危机，香的不行
0,-0.31283155,-0.045342118,感觉有点像吴恩达[笑哭R]
0,-1.9975727,0.11707634,感觉目前AI视频还不能做到可控的结果 他们出来的结果有点随机…
0,-2.8741336,-0.13588384,感觉自己的“追求”一直在降低，从高考完的去大城市赚大钱，本科是回家工作，现在是小县城好像也不错[笑哭R]
0,-1.9256229,-0.18015406,感觉蛮好笑的，把演员片酬降一降，提高一下编剧酬劳不好嘛，现在已经很难造星了，回归到作品本身很难吗？
0,-0.55179626,0.0059526935,感觉这文章像ai用mcp发的
0,-3.3943512,0.41369697,感觉这段话有点社达。这段话的前提是，人处于一种比较理想的状态，是有进取心并且尝试改变现状的，并且你认为能奋斗的人优于不奋斗的。但其实不是每个人都这样，人生是没有一条正确的途径的，很难说安于现状和积极进取的人哪个更幸福。并且双方是有可能互相羡慕的。
0,-1.2718159,0.14206898,感觉都不如cpa前途大，细水长流。这行业懂的人少，都觉得钱少事多，没生活。
0,-1.1475061,-0.15246253,感觉高考完直接复读不如先大学入学再退学复读
0,-0.056792036,-0.009624538,感谢分享，我也去看看
0,0.01478576,-0.0017508743,感谢秋吉哥的分享，受益良多
0,-0.08898691,-0.047484074,感谢老师良心的分享，求求[派对R][飞吻R]
0,-0.060290694,-0.013948831,感谢陌生的你给予的动力，走出门爬山了[派对R]
0,-0.52060366,-0.061501138,感谢面包老师 请一直更新下去
0,0.0,0.0,愿平安
0,-0.004482163,-0.003956529,懂车帝为啥避雷
0,-0.5062868,-0.05302702,成都呢，可以分析一下吗
0,-0.6132508,-0.08910838,我 23届空一年  问我为啥空了一年 又说我年纪太小[吧唧R]我………
0,-1.2455076,-0.16802372,我23毕业的 25才开始交第一份社保 目前这家公司，说我不符
0,-1.3077788,-0.022827446,我26爸妈催婚催生，而且他们不会帮忙，说都是男方父母的事[微笑R]我说催我弟就行，他们非要催我
0,0.029935557,0.0050143045,我35出了一串，被秒拍[大笑R][大笑R]还包邮
0,-0.31750807,-0.057749067,我一个学药的，签的学校给的养殖场的三方[笑哭R]
2,-4.115801,1.8112229,我一直认为AI 是辅助人类的工具，对于那些机械重复性的工作，完全可以用AI 代替，而人类可以解放双手，去做那些更有创造性，更能体现人类价值的工作
0,-0.7192762,-0.07074734,我上班也在混 就是薪资不高 怎么办
0,-0.30683643,0.044752385,我不懂ai，我懂国人，更懂国人老板
0,-1.1423085,-0.009022227,我不知道你们怎么想，但每当我看到广告宣传某种产品含有人工智能时，我就会立即寻找其他选择。
0,0.0,0.0,3.0
2,-1.6075112,0.060172673,我个人认为行业预测这属于资深研究学者所擅长的，目前的AI算法还不具备这样的能力。
0,-0.2989803,-0.029318241,我之前在科学大院写的科普也是类似的思路，大宗商品交易+气象
0,-0.4171582,-0.035824172,我之前跟你想的一样，才上三天班，我就想去死了
0,-2.6464233,-0.09717433,我也不知道为什么，对这感到很恐慌，天天晚上不敢睡觉（我不是在传播什么，我是真的很想解决这个问题，真的很痛苦）
0,-1.7104648,0.23152107,我也在做这个，不过是智驾的算法部署。量化带来的精度损失，导致端测的问题，还是挺麻烦的。尤其是模型复杂后，各种异构单元的调度，很考验底层优化水平。
0,-0.14610723,-0.0016649681,我也很幸运能看到这段文字
1,-10.542295,-1.0732307,我也很纠结，我找我们班主任谈过了，他说一定要考研，二本学校出来能找什么工作，能有什么前途[捂脸R]他说一定要考211985，他东南大学的学妹现在工作就很好，说考研可以选很多方向，不一定要做实验和进厂，他说网上那些实验室爆炸都是吓唬我们的，也不要总看网上的负面信息[叹气R]让我下个招聘网站看看[哭惹R]说考研不会花很多钱，国家每个月都有补贴，奖学金也可以覆盖学费[哭惹R]不知道该听谁的了
